Luna/Zi,region,County,phenomena,GRAV. 10 - PM 10_Valoare [µg/m³],MTX - Presiunea aerului_Valoare [mbar],MTX - Temperatura aer_Valoare [°C],MTX - Umiditate relativa_Valoare [%]
2016-02-15,Dobrogea,CT,"['Ploi', 'Vânt puternic']",34.15,1007.85,14.04666666666667,96.0
2016-02-16,Dobrogea,CT,['Ploi'],72.13,1020.05,17.11333333333333,87.75
2016-02-17,Dobrogea,CT,"['Ploi', 'Burniță']",26.52,1027.9,9.1425,95.4
2016-02-19,Dobrogea,CT,['Ploi'],31.43,1014.56,6.8675,92.0
2016-02-21,Dobrogea,CT,['Ploi'],40.59999999999999,1014.34,6.399999999999999,96.8
2016-02-22,Dobrogea,CT,['Cer senin'],27.07,1011.4,10.9225,85.0
2016-02-23,Dobrogea,CT,"['Vreme frumoasă', 'Ploi slabe', 'Ploaie']",22.44,1006.74,14.95,80.8
2016-02-24,Dobrogea,CT,['Ploi'],24.71,1003.92,13.1725,96.0
2016-02-25,Dobrogea,CT,['Innorări'],17.8,1014.62,7.415,82.4
2016-02-26,Dobrogea,CT,['Vant'],20.89,1009.12,8.4325,99.6
2016-02-28,Dobrogea,CT,['Ceata'],22.16,1022.08,8.807500000000001,99.2
2016-02-29,Dobrogea,CT,"['Zi caldă', 'Averse']",13.63,1018.64,8.955,99.6
2016-01-03,Dobrogea,CT,"['Inundație', 'Avalanșă', 'Vânt puternic']",66.13,1008.68,10.3575,99.4
2016-02-03,Dobrogea,CT,['Însorit'],44.69,1004.54,12.41,85.0
2016-03-03,Dobrogea,CT,['Ploaie'],18.8,998.575,9.723333333333334,99.0
2016-04-03,Dobrogea,CT,['Inundație'],16.26,996.46,8.4725,99.8
2016-05-03,Dobrogea,CT,['Ploaie'],15.895,1005.34,7.885,98.6
2016-06-03,Dobrogea,CT,"['Ploi', 'Ceață']",19.165,1007.24,9.845,96.4
2016-08-03,Dobrogea,CT,['Ploaie slabă'],39.23999999999999,1006.36,13.235,91.0
2016-09-03,Dobrogea,CT,['Ploi'],21.07,1008.24,10.45,98.8
2016-10-03,Dobrogea,CT,['Ploi'],13.99,1003.42,9.6175,97.2
2016-11-03,Dobrogea,CT,['Inundație'],14.9,1011.55,9.51,100.0
2016-12-03,Dobrogea,CT,['Ploaie'],10.9,1018.525,8.32,99.25
2016-03-13,Dobrogea,CT,"['Cod Galben de vant puternic', 'Ploi moderate cantitativ']",13.44,1018.55,8.03,98.25
2016-03-14,Dobrogea,CT,['Ploaie'],12.17,1018.025,5.19,76.0
2016-03-15,Dobrogea,CT,"['Ploaie', 'Vânt puternic', 'Inundație']",13.08,1019.266666666667,4.645,76.0
2016-03-18,Dobrogea,CT,"['Ninsoare', 'Lapoviță']",21.44,1010.833333333333,10.01,63.0
2016-03-19,Dobrogea,CT,['Lapoviță'],18.35,1009.333333333333,6.52,73.66666666666667
2016-03-20,Dobrogea,CT,"['Soare', 'Innorari', 'Ploaie']",13.44,1015.766666666667,5.235,82.33333333333333
2016-03-23,Dobrogea,CT,['Ploi'],21.8,1002.3,8.565000000000001,99.8
2016-03-24,Dobrogea,CT,['Ploi'],33.61,994.82,8.245,99.4
2016-03-25,Dobrogea,CT,['Ploaie'],12.17,1009.22,6.6825,84.8
2016-03-26,Dobrogea,CT,['Ploaie'],20.16,1013.82,6.3575,78.8
2016-03-27,Dobrogea,CT,['Ploi slabe'],17.99,1013.92,7.524999999999999,87.4
2016-03-28,Dobrogea,CT,['Ploaie'],20.71,1012.86,8.370000000000001,80.4
2016-03-29,Dobrogea,CT,['Incalzire'],25.98,1011.28,11.2625,78.6
2016-03-30,Dobrogea,CT,"['Maxime termice de 17-18 grade', 'Vreme inchisa', 'Ploi']",19.44,1015.28,13.22,82.2
2016-03-31,Dobrogea,CT,['Vreme foarte plăcută'],23.25,1015.04,14.9125,83.4
2016-01-04,Dobrogea,CT,"['Vreme foarte placuta', 'Vant cu rabufniri']",24.16,1010.54,17.7725,71.4
2016-02-04,Dobrogea,CT,['Vant intensificat'],20.17,1018.4,11.65,65.5
2016-05-04,Dobrogea,CT,['Vânt'],12.17,1008.9,12.41,92.0
2016-07-04,Dobrogea,CT,['Caniculă'],20.89,1007.54,16.7275,73.6
2016-08-04,Dobrogea,CT,"['Furtună', 'Grindină', 'Descărcări electrice', 'Inundație']",14.35,1005.96,12.9575,91.4
2016-09-04,Dobrogea,CT,['Ploaie'],36.33,998.3,14.825,93.4
2016-10-04,Dobrogea,CT,"['Ploaie', 'Averse', 'Descărcări electrice', 'Inundație']",30.34,997.82,14.4025,97.8
2016-11-04,Dobrogea,CT,"['Ploaie', 'Vânt']",12.9,1000.68,15.2575,97.8
2016-04-13,Dobrogea,CT,['Ceata'],19.44,1006.22,18.51,76.6
2016-04-14,Dobrogea,CT,"['Furtună', 'Vijelie', 'Fulger']",32.33,1000.54,18.42,79.6
2016-04-15,Dobrogea,CT,"['Ploi', 'Vânt']",15.26,1003.96,15.8,85.4
2016-04-16,Dobrogea,CT,['Vreme frumoasă'],16.35,1012.64,16.0875,79.6
2016-04-17,Dobrogea,CT,['Caniculă'],19.26,1011.08,18.855,74.2
2016-04-19,Dobrogea,CT,['Ploi'],10.9,1009.16,20.0075,77.6
2016-04-20,Dobrogea,CT,"['Furtună', 'Inundație']",13.26,1008.98,13.075,95.4
2016-04-21,Dobrogea,CT,['Ploaie'],6.36,1020.18,12.285,73.8
2016-04-23,Dobrogea,CT,"['Încălzire', 'Vânt', 'Averse', 'Fulger', 'Vânt', 'Înnorat', 'Întunecat']",10.17,1005.64,12.745,94.0
2016-04-24,Dobrogea,CT,"['Ploaie', 'Fulger', 'Vânt', 'Grindină']",7.63,996.8,13.0525,98.8
2016-04-25,Dobrogea,CT,"['Ploaie', 'Vânt']",5.99,993.78,13.8325,98.2
2016-04-26,Dobrogea,CT,"['Ploi', 'Vânt puternic']",4.72,1007.52,11.0875,98.4
2016-04-27,Dobrogea,CT,['Încălzire'],7.81,1028.28,14.688,79.6
2016-04-28,Dobrogea,CT,"['Incalzire', 'Norți']",10.17,1045.025,17.58,74.5
2016-04-29,Dobrogea,CT,['Ploaie'],14.35,1051.3,18.36,82.8
2016-04-30,Dobrogea,CT,['Ceață'],9.08,1051.48,19.13,70.4
2016-02-05,Dobrogea,CT,['Secetă'],3.82,1050.5,20.226,76.6
2016-03-05,Dobrogea,CT,"['Ploaie', 'Ploi', 'Inundație', 'Vânt puternic']",10.54,1045.32,18.718,81.0
2016-04-05,Dobrogea,CT,['Ploaie'],4.0,1043.4,17.086,92.2
2016-05-05,Dobrogea,CT,['Ploi'],8.18,1045.98,17.624,91.0
2016-06-05,Dobrogea,CT,"['Ploi', 'Vânt intensificat']",12.9,1043.0,19.51,77.2
2016-08-05,Dobrogea,CT,['Ploaie'],11.99,1037.08,18.588,89.4
2016-09-05,Dobrogea,CT,"['Averse cu fulgere', 'Ploi']",8.54,1038.74,19.496,86.4
2016-10-05,Dobrogea,CT,"['Averse', 'Descărcări electrice', 'Vânt', 'Grindină']",15.81,1037.3,20.04,77.0
2016-11-05,Dobrogea,CT,"['Furtună', 'Inundație']",14.17,1034.42,21.04,65.0
2016-12-05,Dobrogea,CT,"['Averse', 'Grindină', 'Fulger', 'Trăsnet']",23.25,1030.14,21.738,81.2
2016-05-13,Dobrogea,CT,"['Fulger', 'Avalanșă']",27.25,1018.18,22.75,78.8
2016-05-14,Dobrogea,CT,"['Ploaie', 'Furtună', 'Grindină']",17.08,1008.52,21.118,65.0
2016-05-15,Dobrogea,CT,"['Ploi', 'Vânt puternic']",15.8,1010.16,21.388,67.6
2016-05-16,Dobrogea,CT,"['Ploi', 'Vânt']",13.63,1012.76,19.212,83.2
2016-05-17,Dobrogea,CT,"['Ploaie', 'Vânt']",16.71,1014.12,16.564,71.4
2016-05-18,Dobrogea,CT,['Ploaie'],18.89,1014.1,16.916,66.0
2016-05-20,Dobrogea,CT,"['Ploaie', 'Secetă']",20.53,1014.64,19.13,82.6
2016-05-21,Dobrogea,CT,['Averse'],13.99,1015.6,20.064,80.6
2016-05-22,Dobrogea,CT,"['Vreme frumoasă', 'Ploaie puțin probabilă', 'Vânt activ']",16.89,1015.4,21.192,62.2
2016-05-23,Dobrogea,CT,"['Averse', 'Averse', 'Descărcări electrice', 'Intensificări ale vântului', 'Vijelie', 'Grindină']",21.44,1013.72,22.148,63.6
2016-05-25,Dobrogea,CT,"['Ploaie', 'Descărcări electrice', 'Grindină']",11.99,1007.34,17.332,83.6
2016-05-27,Dobrogea,CT,['Aversă'],12.72,1013.24,19.602,84.6
2016-05-28,Dobrogea,CT,"['Ploaie', 'Furtună', 'Vijelie']",16.17,1014.06,20.846,85.6
2016-05-30,Dobrogea,CT,['Ploaie'],14.71,1011.28,24.608,76.2
2016-05-31,Dobrogea,CT,"['Fulger', 'Trăsnet', 'Averse']",29.43,1011.2,26.154,74.4
2016-01-06,Dobrogea,CT,['Averse'],23.8,1013.16,26.236,67.8
2016-02-06,Dobrogea,CT,"['Averse', 'Fulgere', 'Intensificări ale vântului', 'Inundație']",24.51,1011.8,23.524,82.2
2016-03-06,Dobrogea,CT,"['Averse', 'Descărcări electrice', 'Intensificări ale vântului', 'Vijelie', 'Inundație']",24.89,1010.2,22.758,77.4
2016-05-06,Dobrogea,CT,"['Furtună', 'Grindină']",22.16,1013.2,23.674,71.6
2016-06-06,Dobrogea,CT,"['Fulger', 'Aversă', 'Vânt', 'Cantități mari de apă']",19.62,1012.64,22.108,72.4
2016-06-14,Dobrogea,CT,"['Ploi', 'Descărcări electrice', 'Vânt', 'Grindină']",42.5,1006.32,22.706,87.6
2016-06-15,Dobrogea,CT,['Averse sporadice'],23.78,1007.38,25.43,69.6
2016-06-16,Dobrogea,CT,"['Caniculă', 'Disconfort termic']",26.71,1012.34,27.622,62.8
2016-06-17,Dobrogea,CT,"['Caniculă', 'Furtună', 'Vijelie', 'Grindină', 'Inundație']",31.97,1015.08,26.948,72.4
2016-06-18,Dobrogea,CT,"['Caniculă', 'Furtună', 'Vijelie', 'Grindină', 'Inundație']",22.34,1014.74,26.188,78.2
2016-06-19,Dobrogea,CT,['Secetă'],20.71,1015.7,26.045,84.0
2016-06-20,Dobrogea,CT,"['Caniculă', 'Disconfort termic', 'Averse']",26.52,1016.95,27.34,84.5
2016-06-21,Dobrogea,CT,['Caniculă'],31.79,1017.85,29.4025,73.25
2016-06-22,Dobrogea,CT,"['Cod Galben de caniculă', 'Disconfort termic accentuat', 'Averse cu fulgere, vânt și grindină']",31.43,1016.84,31.356,66.8
2016-06-23,Dobrogea,CT,"['Caniculă', 'Averse cu fulgere și vânt']",31.42,1016.74,31.736,68.0
2016-06-24,Dobrogea,CT,['Caniculă'],27.43,1016.725,30.665,72.5
2016-06-25,Dobrogea,CT,"['Caniculă', 'Vânt']",20.71,1015.7,29.4175,69.5
2016-06-26,Dobrogea,CT,"['Temperaturi ridicate', 'Disconfort termic', 'Ploi']",17.62,1014.125,29.3825,71.25
2016-06-27,Dobrogea,CT,"['Inundație', 'Avalanșă', 'Ploi', 'Furtună', 'Vijelie', 'Grindină', 'Inundație', 'Instabilitate atmosferică', 'Averse']",23.07,1011.28,28.194,67.8
2016-06-28,Dobrogea,CT,"['Fulger', 'Trăsnet', 'Grindină', 'Vijelie', 'Ploaie', 'Ploi torențiale', 'Descărcări electrice', 'Intensificări de vânt']",31.97,1009.84,28.42,68.0
2016-06-29,Dobrogea,CT,"['Ploi', 'Grindină', 'Vijelii']",15.99,1011.5,25.984,77.8
2016-08-19,Dobrogea,CT,"['Vânt', 'Incendii', 'Inundație', 'Inundație', 'Avalanșă', 'Furtună', 'Grindină', 'Descărcări electrice', 'Intensificări de scurtă durată ale vântului']",15.9,1010.6,24.464,74.0
2016-08-20,Dobrogea,CT,"['Vreme insorita', 'Vant puternic']",15.53,1012.76,25.094,66.8
2016-08-21,Dobrogea,CT,"['Ploaie', 'Vijelie', 'Grindină']",22.8,1011.84,26.80399999999999,61.6
2016-08-22,Dobrogea,CT,"['Ploi', 'Inundație', 'Avalanșă']",15.9,1009.02,27.24,63.2
2016-08-23,Dobrogea,CT,['Vijelie'],34.61,1010.36,26.266,63.8
2016-08-24,Dobrogea,CT,"['Averse', 'Rafale de vânt']",26.49333333333334,1012.34,24.182,69.0
2016-08-25,Dobrogea,CT,['Ploaie'],19.74333333333333,1014.7,23.828,56.6
2016-08-26,Dobrogea,CT,"['Atmosferă insorită', 'Averse']",20.16666666666667,1016.74,22.846,57.4
2016-08-27,Dobrogea,CT,['Aversă'],23.67666666666667,1017.36,23.194,58.0
2016-08-28,Dobrogea,CT,"['Innorați', 'Ploi', 'Descărcări electrice', 'Vânt']",27.40333333333334,1014.5,24.622,68.2
2016-08-29,Dobrogea,CT,"['Averse', 'Vânt']",16.08,1011.64,23.54,80.4
2016-08-30,Dobrogea,CT,"['Ploaie', 'Furtună', 'Grindină']",20.68,1010.54,23.826,71.8
2016-08-31,Dobrogea,CT,['Inundație'],17.38,1016.0,24.002,52.0
2016-01-09,Dobrogea,CT,['Averse'],13.68666666666667,1018.32,21.46,55.8
2016-05-09,Dobrogea,CT,['Timp frumos'],29.97666666666667,1011.24,22.772,53.0
2016-07-09,Dobrogea,CT,"['Vreme frumoasă', 'Temperaturi scăzute']",23.56,1017.7,23.366,56.8
2016-08-09,Dobrogea,CT,['Vreme caldă'],27.29,1014.74,23.368,56.2
2016-09-09,Dobrogea,CT,"['Atmosferă plăcută', 'Soare', 'Câțiva nori', 'Vânt activ']",36.80800000000001,1012.32,24.214,43.6
2016-11-09,Dobrogea,CT,"['Averse', 'Descărcări electrice']",40.19750000000001,1014.84,23.516,64.0
2016-12-09,Dobrogea,CT,"['Vreme frumoasă', 'Ploaie']",26.996,1016.28,22.58,59.4
2016-09-13,Dobrogea,CT,['Ploi'],38.788,1012.88,22.86,48.0
2016-09-14,Dobrogea,CT,"['Averse', 'Vânt activ']",47.346,1009.36,23.028,49.4
2016-09-15,Dobrogea,CT,"['Caniculă', 'Inundație', 'Vijelie', 'Grindină']",35.464,1013.68,21.658,51.6
2016-09-16,Dobrogea,CT,"['Furtună', 'Vijelie', 'Grindină', 'Inundație']",34.32,1014.52,20.894,51.4
2016-09-17,Dobrogea,CT,['Caniculă'],36.3,1009.46,23.744,50.8
2016-09-18,Dobrogea,CT,"['Ploaie', 'Vijelie', 'Grindină', 'Grindină']",38.965,1006.96,24.504,52.0
2016-09-19,Dobrogea,CT,"['Inundație', 'Avalanșă', 'Furtună', 'Vijelie', 'Grindină', 'Fulger', 'Inundație', 'Furtună', 'Trăsnet']",17.1125,1003.46,21.92,72.6
2016-09-20,Dobrogea,CT,"['Ploi consistente', 'Inundație']",15.26,1000.875,14.9475,65.25
2016-09-21,Dobrogea,CT,"['Inundație', 'Ploaie']",19.32,1010.4,13.98,65.0
2016-09-22,Dobrogea,CT,"['Vreme schimbătoare', 'Ploaie']",14.98666666666667,1013.633333333333,15.02333333333333,64.33333333333333
2016-09-23,Dobrogea,CT,['Vânt'],11.44333333333333,1018.566666666667,14.15,67.0
2016-09-24,Dobrogea,CT,['Vreme frumoasă'],16.86666666666667,1021.5,15.80666666666667,61.33333333333334
2016-09-25,Dobrogea,CT,"['Ploi', 'Rafale de vânt']",12.05,1016.466666666667,16.08333333333333,66.66666666666667
2016-09-26,Dobrogea,CT,['Ploi'],13.53333333333333,1017.6,16.388,59.0
2016-09-27,Dobrogea,CT,['Ploaie'],15.2625,1020.82,14.88,52.8
2016-09-28,Dobrogea,CT,['Cer senin'],22.42,1023.6,15.115,50.5
2016-09-29,Dobrogea,CT,['Averse'],31.58,1019.325,17.865,43.75
2016-09-30,Dobrogea,CT,"['Vreme frumoasă', 'Se mai încălzește']",29.36,1017.8,18.905,52.25
2016-01-10,Dobrogea,CT,['Caniculă'],24.256,1015.375,18.955,62.75
2016-02-10,Dobrogea,CT,['Ploaie'],16.802,1014.775,19.05,60.0
2016-03-10,Dobrogea,CT,['Ploi'],17.932,1013.5,19.116,65.0
2016-04-10,Dobrogea,CT,"['Ploi', 'Vânt activ']",26.686,1010.56,18.178,55.4
2016-05-10,Dobrogea,CT,"['Ploi', 'Intensificări ale vântului']",18.494,1009.06,15.104,47.4
2016-06-10,Dobrogea,CT,['Ploi'],21.236,1015.82,11.088,51.8
2016-07-10,Dobrogea,CT,['Ploi'],23.964,1013.0,16.002,55.8
2016-08-10,Dobrogea,CT,"['Ploaie', 'Vânt', 'Inundație']",8.994,1007.94,12.298,71.2
2016-09-10,Dobrogea,CT,['Ploaie'],15.006,1018.22,11.12,59.4
2016-10-10,Dobrogea,CT,"['Ploaie', 'Vânt', 'Inundație']",19.566,1018.2,12.05,58.6
2016-11-10,Dobrogea,CT,"['Ploi abundente', 'Ninsori', 'Vânt', 'Cod portocaliu de ploi', 'Intensificări ale vântului', 'Inundație']",15.226,1011.24,17.022,64.8
2016-12-10,Dobrogea,CT,['Inundație'],17.485,1002.76,16.502,74.2
2016-10-13,Dobrogea,CT,['Inundație'],12.59666666666667,1011.1,10.738,63.0
2016-10-14,Dobrogea,CT,['Vânt puternic'],13.462,1021.68,7.853999999999999,61.4
2016-10-15,Dobrogea,CT,['Furtună'],15.372,1023.12,12.09,60.4
2016-10-16,Dobrogea,CT,['Ploi'],13.534,1021.76,13.294,61.6
2016-10-17,Dobrogea,CT,"['Ploi', 'Furtună']",18.894,1029.24,11.138,51.0
2016-10-18,Dobrogea,CT,['Burniță'],16.024,1028.28,9.704,54.0
2016-10-19,Dobrogea,CT,['Ploi'],17.224,1021.9,10.122,60.8
2016-10-20,Dobrogea,CT,['Ploaie'],18.104,1020.72,11.788,66.4
2016-10-21,Dobrogea,CT,['Ploi'],18.568,1018.98,12.872,66.6
2016-10-22,Dobrogea,CT,"['Ploaie slabă', 'Burniță', 'Ceată']",23.346,1016.02,14.792,67.0
2016-10-23,Dobrogea,CT,"['Burniță', 'Ploaie slabă']",20.456,1019.9,14.114,73.4
2016-10-25,Dobrogea,CT,['Ploi slabe'],22.418,1027.35,10.8975,58.0
2016-10-26,Dobrogea,CT,['Ploaie'],21.982,1019.725,10.6075,63.0
2016-10-28,Dobrogea,CT,['Vreme frumoasă'],31.56,1029.275,6.645,53.5
2016-10-29,Dobrogea,CT,"['Ploi', 'Fulguieli']",30.23,1020.825,7.205,56.25
2016-10-30,Dobrogea,CT,['Ploaie'],25.21,1015.175,9.03,55.25
2016-10-31,Dobrogea,CT,['Ploi'],15.6675,1018.14,7.587999999999999,51.8
2016-01-11,Dobrogea,CT,['Ploi'],22.31666666666667,1019.14,6.536,56.6
2016-02-11,Dobrogea,CT,['Vant'],22.566,1014.16,8.722,50.2
2016-03-11,Dobrogea,CT,"['Ploaie', 'Precipitații mixte']",30.246,1011.38,11.03,57.2
2016-05-11,Dobrogea,CT,"['Ceată', 'Ploi']",27.852,1017.88,10.278,69.2
2016-06-11,Dobrogea,CT,"['Ploi', 'Vânt puternic']",24.29,1009.02,13.236,71.4
2016-07-11,Dobrogea,CT,['Ploi'],28.955,1004.34,16.302,60.8
2016-08-11,Dobrogea,CT,['Ploaie'],34.6325,1004.08,14.682,73.6
2016-09-11,Dobrogea,CT,"['Ploi', 'Inundație']",23.03,1001.4,14.058,73.6
2016-10-11,Dobrogea,CT,['Ploaie'],18.8275,1006.42,8.5,74.6
2016-11-11,Dobrogea,CT,"['Ploi', 'Ploaie', 'Vânt']",31.14,1015.82,7.422,69.6
2016-12-11,Dobrogea,CT,['Ploi'],22.854,1015.72,10.456,75.2
2016-11-14,Dobrogea,CT,"['Cer temporar noros', 'Vânt puternic']",9.666,1023.7,2.904,60.4
2016-11-15,Dobrogea,CT,['Uragan'],12.826,1027.98,2.27,58.0
2016-11-17,Dobrogea,CT,"['Burniță', 'Negură', 'Polei']",27.142,1020.98,4.276000000000001,63.0
2016-11-18,Dobrogea,CT,['Vânt'],25.016,1022.36,8.852,63.4
2016-11-19,Dobrogea,CT,['Vreme frumoasă'],14.99,1024.52,11.012,67.4
2016-11-20,Dobrogea,CT,"['Burnita', 'Ceata']",19.494,1023.76,11.278,62.0
2016-11-21,Dobrogea,CT,"['Burnită', 'Ceată']",11.754,1025.94,7.540000000000001,68.4
2016-11-22,Dobrogea,CT,"['Burnită', 'Ceată']",15.1925,1026.7,7.786,67.2
2016-11-23,Dobrogea,CT,"['Burniță', 'Ceată']",13.65,1026.8,8.042,67.4
2016-11-24,Dobrogea,CT,"['Ceata', 'Burnită', 'Ploaie']",16.65333333333333,1023.22,7.188,67.4
2016-11-25,Dobrogea,CT,['Innorări'],20.8475,1018.42,5.434,70.8
2016-11-26,Dobrogea,CT,['Ceată'],19.575,1018.98,4.688000000000001,75.4
2016-11-27,Dobrogea,CT,"['Ceata', 'Burnita', 'Ploaie', 'Burniță', 'Intensificări ale vântului']",15.715,1008.52,7.609999999999999,70.6
2016-11-29,Dobrogea,CT,"['Fulgi de zăpadă', 'Vânt puternic', 'Ninsori sporadice']",14.94,1018.5,2.368,51.6
2016-11-30,Dobrogea,CT,"['Vânt activ', 'Ninsori', 'Intensificări ale vântului', 'Polei']",15.715,1023.26,-0.922,53.2
2016-01-12,Dobrogea,CT,['Ceata'],18.658,1013.7,-1.008,68.6
2016-02-12,Dobrogea,CT,['Ploaie înghețată'],17.476,1000.0,3.764,62.0
2016-04-12,Dobrogea,CT,['Vant puternic'],24.638,1025.86,1.306,55.8
2016-05-12,Dobrogea,CT,['Ceata'],19.186,1031.38,0.0339999999999999,56.4
2016-06-12,Dobrogea,CT,['Ceata'],21.438,1021.48,2.138,55.8
2016-07-12,Dobrogea,CT,"['Ploi', 'Burniță']",19.148,1031.74,0.8760000000000001,57.4
2016-08-12,Dobrogea,CT,['Ploaie'],16.532,1031.06,0.484,48.8
2016-09-12,Dobrogea,CT,['Ploaie'],22.71,1018.32,5.96,40.4
2016-10-12,Dobrogea,CT,['Ceață'],18.968,1016.38,6.828,47.0
2016-12-12,Dobrogea,CT,"['Fulguieli', 'Ninsoare', 'Vânt puternic']",16.408,1005.8,7.712000000000001,56.8
2016-12-13,Dobrogea,CT,"['Furtună', 'Cod galben']",13.13,1020.94,-0.984,66.0
2016-12-14,Dobrogea,CT,"['Ploaie înghețată', 'Fulger']",13.86666666666667,1022.86,-1.81,68.5
2016-12-15,Dobrogea,CT,"['Fulguieli', 'Lapoviță']",16.95666666666667,1018.375,0.5225,75.5
2016-12-16,Dobrogea,CT,"['Fulger', 'Ninsori']",29.78666666666667,1031.92,-2.986,69.75
2016-12-17,Dobrogea,CT,"['Frig', 'Ceata', 'Chiciură', 'Lapoviță', 'Polei']",22.8925,1033.84,-2.402,69.75
2016-12-18,Dobrogea,CT,"['Ninsoare', 'Lapoviță', 'Polei']",31.6125,1029.48,-1.778,79.75
2016-12-19,Dobrogea,CT,"['Lapoviță', 'Polei']",35.8325,1029.38,-3.512,90.25
2016-12-20,Dobrogea,CT,"['Fulguieri', 'Lapoviță']",24.0275,1026.06,-0.34,87.0
2016-12-21,Dobrogea,CT,"['Burniță', 'Fulguieli']",24.5275,1031.76,0.356,68.5
2016-12-22,Dobrogea,CT,"['Ceață', 'Burniță']",24.62,1029.86,0.8939999999999999,68.25
2016-12-23,Dobrogea,CT,['Ceata'],28.458,1027.14,-0.3,85.25
2016-12-24,Dobrogea,CT,['Cod galben de ceață'],29.6075,1025.18,-0.252,92.25
2016-12-27,Dobrogea,CT,"['Ploi', 'Ninsoare']",23.0,1018.06,1.958,82.75
2016-12-28,Dobrogea,CT,"['Ninsori', 'Vant puternic', 'Innorari', 'Lapoviță']",17.948,1016.04,0.7540000000000001,87.25
2016-12-29,Dobrogea,CT,"['Ninsori slabe', 'Vijelie']",7.63,1021.52,1.026,76.25
2016-12-31,Dobrogea,CT,['Fulguială'],12.864,1023.98,-1.75,78.5
2017-02-01,Dobrogea,CT,"['Fulger', 'Trăsnet', 'Ninsoare']",29.66,1013.62,0.732,60.5
2017-03-01,Dobrogea,CT,"['Vânt puternic', 'Viscol']",23.165,1012.92,1.716,63.25
2017-05-01,Dobrogea,CT,"['Ninsori', 'Vânt puternic', 'Viscol', 'Viscol', 'Ninsori', 'Lapoviță', 'Polei']",21.438,1004.08,1.742,79.25
2017-06-01,Dobrogea,CT,"['Ninsori', 'Ger', 'Viscol']",14.462,1006.64,-5.34,93.75
2017-07-01,Dobrogea,CT,"['Ger', 'Ninsori']",23.874,1012.42,-11.408,87.25
2017-08-01,Dobrogea,CT,"['Ger', 'Ninsori', 'Viscol']",22.42,1012.24,-10.33,88.75
2017-09-01,Dobrogea,CT,"['Ger', 'Ninsori', 'Viscol', 'Ploi', 'Lapoviță', 'Polei']",18.678,1018.24,-12.914,85.5
2017-10-01,Dobrogea,CT,"['Viscol', 'Ploi înghețate']",35.612,1016.54,-8.038,91.25
2017-11-01,Dobrogea,CT,"['Ploaie', 'Ninsori', 'Viscol', 'Polei']",31.65,1011.7,-3.976,95.25
2017-12-01,Dobrogea,CT,"['Lapoviță', 'Polei']",22.89,1010.86,-5.49,83.75
2017-01-13,Dobrogea,CT,"['Temperaturi pozitive', 'Precipitații slabe']",18.86,1010.64,-1.128,81.5
2017-01-14,Dobrogea,CT,"['Lapoviță', 'Ninsoare', 'Ninsori', 'Viscol']",14.68,1000.82,4.58,78.5
2017-01-15,Dobrogea,CT,"['Ninsori', 'Lapoviță', 'Polei', 'Ninsori', 'Viscol', 'Ploi mixte', 'Polei']",25.034,1012.52,0.472,82.5
2017-01-16,Dobrogea,CT,"['Ninsori', 'Vant puternic', 'Ninsori', 'Viscol']",18.93,1017.28,-0.372,90.5
2017-01-17,Dobrogea,CT,"['Ninsori slabe', 'Vânt intens', 'Ger']",16.46,1019.84,1.052,91.25
2017-01-18,Dobrogea,CT,"['Cer noros', 'Fulguieli izolate', 'Vânt puternic', 'Zăpadă spulberată', 'Cod galben de vânt puternic']",18.132,1026.86,-2.034,84.5
2017-01-19,Dobrogea,CT,['Ger'],12.11333333333334,1032.06,-3.734,85.75
2017-01-20,Dobrogea,CT,"['Ger', 'Ceata', 'Temperaturi medii de până la 2 grade Celsius', 'Precipitații apropiate de normă']",28.232,1032.0,-5.848,81.5
2017-01-22,Dobrogea,CT,"['Fulgi de zăpadă', 'Ceată']",44.364,1030.8,-1.35,84.75
2017-01-23,Dobrogea,CT,"['Fulguieli', 'Ceata']",34.52,1027.98,1.48,82.25
2017-01-24,Dobrogea,CT,"['Ceata', 'Burnita', 'Fulguieli']",27.692,1019.02,1.688,82.0
2017-01-26,Dobrogea,CT,"['Fulguială', 'Ceată']",19.804,1026.64,-4.006,66.0
2017-01-27,Dobrogea,CT,"['Ceata', 'Chiciură', 'Ninsoare slabă', 'Vânt puternic']",27.978,1025.98,-6.859999999999999,77.8
2017-01-29,Dobrogea,CT,"['Ceata', 'Fulguieli', 'Chiciură']",20.255,1027.4,-0.6880000000000001,79.6
2017-01-30,Dobrogea,CT,"['Ceata', 'Burniță']",15.44,1028.925,-1.2375,77.25
2017-01-31,Dobrogea,CT,['Vant puternic'],25.62,1028.38,-0.762,74.4
2017-01-02,Dobrogea,CT,"['Ceata densă', 'Polei']",36.226,1025.86,-0.818,77.6
2017-02-02,Dobrogea,CT,"['Ceată', 'Chiciură', 'Burniță']",29.07,1023.74,-0.54,81.4
2017-03-02,Dobrogea,CT,"['Burniță', 'Ploi slabe']",33.885,1015.36,3.728,75.8
2017-04-02,Dobrogea,CT,['Ploi'],27.7075,1009.6,7.747999999999999,67.8
2017-06-02,Dobrogea,CT,['Ploaie'],27.79666666666667,1010.26,2.266,98.0
2017-07-02,Dobrogea,CT,"['Ploi', 'Ninsori', 'Lapoviță']",20.28666666666667,1011.24,3.864,99.0
